province,max,min,wind,rain,humidi,cloud,pressure,date
Ha Noi,38,27,9,0,61,13,1005,5/19/2018
Ha Noi,37,27,13,0,70,14,1006,5/20/2018
Ha Noi,35,26,13,12.3,76,36,1008,5/21/2018
Ha Noi,35,26,12,3.1,74,36,1009,5/22/2018
Ha Noi,36,26,11,1.3,72,32,1009,5/23/2018
Ha Noi,37,26,13,0.1,69,22,1007,5/24/2018
Ha Noi,39,27,12,0.1,58,15,1004,5/25/2018
Ha Noi,40,28,9,0.1,55,14,1005,5/26/2018
Ha Noi,37,27,9,12.3,68,38,1008,5/27/2018
Ha Noi,31,25,5,23.3,79,76,1010,5/28/2018
Ha Noi,34,25,7,4.6,79,53,1009,5/29/2018
Ha Noi,35,27,9,8.5,71,41,1009,5/30/2018
Ha Noi,34,27,7,11.4,76,44,1009,5/31/2018
Ha Noi,35,27,6,18.6,75,39,1009,6/1/2018
Ha Noi,34,27,8,34.5,73,54,1009,6/2/2018
Ha Noi,34,27,7,2.5,72,35,1007,6/3/2018
Ha Noi,36,27,5,9.2,69,45,1006,6/4/2018
Ha Noi,34,26,10,0,66,49,1007,6/5/2018
Ha Noi,35,27,8,0,59,35,1005,6/6/2018
Ha Noi,38,28,6,0,56,20,1004,6/7/2018
Ha Noi,38,29,6,0,52,13,1002,6/8/2018
Ha Noi,38,28,6,4.5,60,40,1001,6/9/2018
Ha Noi,34,28,6,14.5,74,62,1003,6/10/2018
Ha Noi,36,28,5,1.5,69,43,1002,6/11/2018
Ha Noi,37,29,14,0,61,48,1000,6/12/2018
Ha Noi,37,29,16,0,57,45,999,6/13/2018
Ha Noi,35,28,9,1.6,64,54,1000,6/14/2018
Ha Noi,34,27,8,0.9,68,64,1002,6/15/2018
Ha Noi,34,27,9,0.3,66,57,1003,6/16/2018
Ha Noi,33,27,9,1.1,73,55,1002,6/17/2018
Ha Noi,35,27,10,2.3,73,56,1000,6/18/2018
Ha Noi,38,28,9,4.5,67,29,1001,6/19/2018
Ha Noi,39,29,6,2.3,60,24,1003,6/20/2018
Ha Noi,39,29,10,0.1,54,21,1002,6/21/2018
Ha Noi,38,30,9,0,53,22,1001,6/22/2018
Ha Noi,36,30,8,1.5,55,28,1001,6/23/2018
Ha Noi,32,28,4,6,75,52,1003,6/24/2018
Ha Noi,30,27,8,5.2,78,63,1003,6/25/2018
Ha Noi,34,26,9,2,72,50,1007,6/26/2018
Ha Noi,33,26,10,9.1,72,51,1008,6/27/2018
Ha Noi,35,26,9,0.2,64,34,1006,6/28/2018
Ha Noi,38,27,9,0,56,24,1002,6/29/2018
Ha Noi,40,29,9,0,52,18,1001,6/30/2018
Ha Noi,39,30,9,0.2,50,17,1000,7/1/2018
Ha Noi,40,30,12,0.1,49,13,999,7/2/2018
Ha Noi,40,30,14,0,47,10,997,7/3/2018
Ha Noi,40,30,11,0,47,11,997,7/4/2018
Ha Noi,41,31,10,0,46,18,997,7/5/2018
Ha Noi,40,32,7,0.6,51,24,998,7/6/2018
Ha Noi,37,30,7,9.8,64,42,1000,7/7/2018
Ha Noi,31,27,7,25.2,82,71,1002,7/8/2018
Ha Noi,33,26,9,8.4,75,46,1004,7/9/2018
Ha Noi,34,27,7,7.5,74,49,1004,7/10/2018
Ha Noi,36,27,6,0.3,63,23,1003,7/11/2018
Ha Noi,37,28,7,0,58,21,1001,7/12/2018
Ha Noi,31,28,6,35.6,74,50,1002,7/13/2018
Ha Noi,31,26,6,20.3,82,69,1002,7/14/2018
Ha Noi,29,26,9,30.1,87,89,1002,7/15/2018
Ha Noi,30,26,12,41.4,85,71,1002,7/16/2018
Ha Noi,30,25,9,22.8,85,78,1003,7/17/2018
Ha Noi,31,25,13,27.1,83,52,1002,7/18/2018
Ha Noi,28,26,9,19.3,90,80,1002,7/19/2018
Ha Noi,28,25,7,38.4,90,80,1003,7/20/2018
Ha Noi,29,25,13,71.3,89,78,1001,7/21/2018
Ha Noi,35,24,10,0.3,73,39,1000,7/22/2018
Ha Noi,37,27,8,0.8,65,19,1000,7/23/2018
Ha Noi,34,27,7,3.6,73,28,1000,7/24/2018
Ha Noi,34,28,5,17.8,77,37,1001,7/25/2018
Ha Noi,33,26,10,36,80,31,1003,7/26/2018
Ha Noi,31,26,8,29.9,84,62,1003,7/27/2018
Ha Noi,31,26,6,31.8,83,58,1003,7/28/2018
Ha Noi,31,25,9,29.6,84,45,1003,7/29/2018
Ha Noi,33,25,8,2.7,78,49,1002,7/30/2018
Ha Noi,33,26,5,10.4,77,47,1003,7/31/2018
Ha Noi,34,26,6,6.7,78,51,1003,8/1/2018
Ha Noi,32,27,5,2.3,78,39,1002,8/2/2018
Ha Noi,34,26,5,11.7,74,36,1001,8/3/2018
Ha Noi,33,27,4,30.4,78,43,1003,8/4/2018
Ha Noi,27,26,4,42.3,90,53,1005,8/5/2018
Ha Noi,33,25,7,19.7,81,31,1005,8/6/2018
Ha Noi,35,26,6,3.8,76,34,1004,8/7/2018
Ha Noi,35,26,7,1.3,73,39,1004,8/8/2018
Ha Noi,34,26,7,10.2,73,38,1004,8/9/2018
Ha Noi,35,27,10,2.5,71,15,1002,8/10/2018
Ha Noi,37,27,5,1,62,14,1000,8/11/2018
Ha Noi,36,27,6,10.3,68,32,999,8/12/2018
Ha Noi,37,26,8,1.7,66,13,1000,8/13/2018
Ha Noi,36,28,8,0.1,62,13,999,8/14/2018
Ha Noi,36,27,7,0.8,68,39,1000,8/15/2018
Ha Noi,29,26,15,23.3,85,66,999,8/16/2018
Ha Noi,26,25,11,45.7,93,88,999,8/17/2018
Ha Noi,31,25,8,25.9,86,67,1002,8/18/2018
Ha Noi,35,26,7,4.6,76,41,1003,8/19/2018
Ha Noi,37,27,5,3.6,73,22,1002,8/20/2018
Ha Noi,35,28,6,1.1,74,20,1000,8/21/2018
Ha Noi,36,28,6,5,75,25,1001,8/22/2018
Ha Noi,35,28,6,6.1,74,32,1002,8/23/2018
Ha Noi,35,28,5,26.1,77,29,1003,8/24/2018
Ha Noi,35,27,7,3.1,74,31,1002,8/25/2018
Ha Noi,34,27,8,4,72,22,1002,8/26/2018
Ha Noi,36,27,8,1.2,66,36,1003,8/27/2018
Ha Noi,28,26,7,26.1,85,76,1003,8/28/2018
Ha Noi,31,25,9,18.2,88,69,1000,8/29/2018
Ha Noi,26,25,9,81.6,95,88,999,8/30/2018
Ha Noi,33,25,10,5.1,85,50,1004,8/31/2018
Ha Noi,35,26,7,10.9,80,42,1006,9/1/2018
Ha Noi,31,26,7,21.5,85,56,1005,9/2/2018
Ha Noi,32,25,7,16,84,48,1005,9/3/2018
Ha Noi,34,25,4,1.7,80,35,1006,9/4/2018
Ha Noi,36,26,5,1.5,74,19,1005,9/5/2018
Ha Noi,36,27,5,2,73,24,1004,9/6/2018
Ha Noi,33,27,7,22,78,37,1007,9/7/2018
Ha Noi,31,24,11,0,68,52,1010,9/8/2018
Ha Noi,32,24,9,0,63,42,1012,9/9/2018
Ha Noi,32,24,6,0,71,51,1013,9/10/2018
Ha Noi,33,25,6,0.1,74,39,1010,9/11/2018
Ha Noi,34,25,6,0,73,31,1009,9/12/2018
Ha Noi,34,26,6,1.6,69,39,1008,9/13/2018
Ha Noi,31,25,4,25.1,79,62,1010,9/14/2018
Ha Noi,34,25,9,0.6,72,16,1009,9/15/2018
Ha Noi,35,26,13,0.7,66,35,1003,9/16/2018
Ha Noi,26,24,9,6.6,81,74,1002,9/17/2018
Ha Noi,30,24,7,20.7,87,66,1009,9/18/2018
Ha Noi,30,25,7,17.2,86,71,1012,9/19/2018
Ha Noi,33,25,5,0.2,78,29,1012,9/20/2018
Ha Noi,35,25,6,0,73,6,1012,9/21/2018
Ha Noi,35,25,4,0,70,6,1014,9/22/2018
Ha Noi,34,25,4,0,70,25,1013,9/23/2018
Ha Noi,37,26,5,0,70,3,1011,9/24/2018
Ha Noi,34,25,9,0,73,27,1008,9/25/2018
Ha Noi,34,25,10,19.9,79,26,1008,9/26/2018
Ha Noi,30,26,7,11.5,85,41,1009,9/27/2018
Ha Noi,27,23,12,8.3,81,82,1012,9/28/2018
Ha Noi,31,23,9,0,67,35,1012,9/29/2018
Ha Noi,31,24,8,0,64,29,1012,9/30/2018
Ha Noi,32,24,8,0.2,63,29,1015,10/1/2018
Ha Noi,32,23,7,0,58,18,1016,10/2/2018
Ha Noi,32,22,7,0,59,22,1016,10/3/2018
Ha Noi,33,23,7,0,58,16,1016,10/4/2018
Ha Noi,33,23,5,0,57,9,1015,10/5/2018
Ha Noi,33,24,5,0,62,12,1014,10/6/2018
Ha Noi,32,24,7,0,64,28,1014,10/7/2018
Ha Noi,32,24,9,0,68,27,1013,10/8/2018
Ha Noi,33,24,7,3.9,69,40,1013,10/9/2018
Ha Noi,25,21,15,2.4,72,66,1018,10/10/2018
Ha Noi,29,20,8,0,64,43,1019,10/11/2018
Ha Noi,29,21,7,0,60,31,1019,10/12/2018
Ha Noi,29,22,8,0,74,67,1016,10/13/2018
Ha Noi,33,23,14,0.6,77,66,1013,10/14/2018
Ha Noi,32,25,13,33.2,81,62,1013,10/15/2018
Ha Noi,27,22,8,10.4,82,99,1013,10/16/2018
Ha Noi,22,20,9,5.4,85,100,1013,10/17/2018
Ha Noi,24,21,7,3,83,100,1014,10/18/2018
Ha Noi,27,21,6,1.3,85,96,1015,10/19/2018
Ha Noi,29,23,6,1.8,84,89,1016,10/20/2018
Ha Noi,31,24,9,1.6,81,66,1015,10/21/2018
Ha Noi,31,24,11,14.1,82,69,1014,10/22/2018
Ha Noi,28,22,11,41.5,86,91,1015,10/23/2018
Ha Noi,29,22,9,12.6,85,82,1015,10/24/2018
Ha Noi,31,24,11,4.9,83,55,1015,10/25/2018
Ha Noi,31,24,9,13.5,79,62,1017,10/26/2018
Ha Noi,28,24,9,1.8,74,88,1019,10/27/2018
Ha Noi,27,23,8,0,75,86,1019,10/28/2018
Ha Noi,30,22,8,0,64,47,1017,10/29/2018
Ha Noi,30,22,10,0,58,14,1018,10/30/2018
Ha Noi,29,21,13,0,54,13,1019,10/31/2018
Ha Noi,29,20,10,0,49,4,1017,11/1/2018
Ha Noi,31,19,7,0,47,5,1017,11/2/2018
Ha Noi,32,21,6,0,56,1,1016,11/3/2018
Ha Noi,28,21,7,0,73,24,1015,11/4/2018
Ha Noi,30,22,6,0.3,74,33,1015,11/5/2018
Ha Noi,30,23,6,0.7,76,40,1016,11/6/2018
Ha Noi,31,24,8,3.5,76,37,1016,11/7/2018
Ha Noi,26,21,11,1.9,72,64,1017,11/8/2018
Ha Noi,25,20,6,0.1,74,80,1016,11/9/2018
Ha Noi,29,22,6,3.4,77,83,1016,11/10/2018
Ha Noi,26,24,5,2.5,86,80,1015,11/11/2018
Ha Noi,29,23,7,0.7,80,75,1014,11/12/2018
Ha Noi,28,23,10,2.2,82,85,1012,11/13/2018
Ha Noi,29,23,10,5.3,83,82,1012,11/14/2018
Ha Noi,30,24,10,3.8,82,76,1013,11/15/2018
Ha Noi,30,24,12,16.8,82,54,1013,11/16/2018
Ha Noi,30,24,13,10.7,83,59,1014,11/17/2018
Ha Noi,29,24,10,3.9,85,53,1014,11/18/2018
Ha Noi,22,20,9,7,86,95,1016,11/19/2018
Ha Noi,29,22,10,1.6,83,79,1015,11/20/2018
Ha Noi,30,20,13,6.8,79,71,1015,11/21/2018
Ha Noi,20,17,11,1.5,65,78,1022,11/22/2018
Ha Noi,25,18,5,0,59,42,1020,11/23/2018
Ha Noi,26,18,5,0.6,68,31,1018,11/24/2018
Ha Noi,27,20,9,0.2,65,37,1019,11/25/2018
Ha Noi,29,19,7,0,62,5,1019,11/26/2018
Ha Noi,30,21,5,0,65,3,1020,11/27/2018
Ha Noi,30,20,6,0,65,1,1020,11/28/2018
Ha Noi,26,19,7,0,67,26,1020,11/29/2018
Ha Noi,27,20,6,0,78,56,1018,11/30/2018
Ha Noi,29,22,10,0.6,81,59,1015,12/1/2018
Ha Noi,30,22,12,1.5,82,64,1013,12/2/2018
Ha Noi,30,24,13,0.2,80,52,1014,12/3/2018
Ha Noi,29,24,11,1,80,66,1015,12/4/2018
Ha Noi,28,22,11,0.1,80,46,1014,12/5/2018
Ha Noi,29,23,10,0.9,80,56,1013,12/6/2018
Ha Noi,26,19,10,4.8,80,93,1016,12/7/2018
Ha Noi,16,14,12,10.6,83,100,1020,12/8/2018
Ha Noi,13,13,10,8.3,88,100,1021,12/9/2018
Ha Noi,22,13,5,0.2,77,84,1020,12/10/2018
Ha Noi,16,13,14,0.9,72,100,1022,12/11/2018
Ha Noi,12,11,15,0.2,67,99,1026,12/12/2018
Ha Noi,18,11,10,0,61,79,1026,12/13/2018
Ha Noi,21,12,9,0,58,73,1025,12/14/2018
Ha Noi,22,13,6,0,63,50,1024,12/15/2018
Ha Noi,21,15,11,0,59,52,1025,12/16/2018
Ha Noi,24,14,8,0,54,7,1023,12/17/2018
Ha Noi,25,16,6,0,58,4,1021,12/18/2018
Ha Noi,26,17,8,0,74,44,1017,12/19/2018
Ha Noi,28,20,7,0,77,49,1014,12/20/2018
Ha Noi,30,22,8,0.3,80,48,1013,12/21/2018
Ha Noi,28,22,8,3.5,81,58,1015,12/22/2018
Ha Noi,28,22,8,10.6,78,74,1017,12/23/2018
Ha Noi,26,18,10,1.2,69,36,1017,12/24/2018
Ha Noi,28,20,10,0.1,73,48,1013,12/25/2018
Ha Noi,29,20,7,0.1,78,45,1013,12/26/2018
Ha Noi,24,21,10,2,83,85,1015,12/27/2018
Ha Noi,16,14,13,19.9,83,100,1019,12/28/2018
Ha Noi,15,11,15,7.2,77,100,1025,12/29/2018
Ha Noi,10,9,15,1.1,75,95,1028,12/30/2018
Ha Noi,16,9,12,1.6,64,57,1029,12/31/2018
Ha Noi,15,10,9,0,61,80,1028,1/1/2019
Ha Noi,16,10,7,0,57,90,1027,1/2/2019
Ha Noi,18,13,8,0,62,82,1024,1/3/2019
Ha Noi,19,14,7,0,75,79,1022,1/4/2019
Ha Noi,25,16,7,0,74,60,1021,1/5/2019
Ha Noi,21,18,8,0.4,77,97,1020,1/6/2019
Ha Noi,23,19,7,0.4,85,100,1019,1/7/2019
Ha Noi,19,16,10,2.9,86,100,1019,1/8/2019
Ha Noi,14,13,8,8.4,85,100,1021,1/9/2019
Ha Noi,21,14,7,0.6,83,98,1019,1/10/2019
Ha Noi,24,17,6,0.1,81,87,1018,1/11/2019
Ha Noi,24,20,9,0.3,85,88,1018,1/12/2019
Ha Noi,25,20,10,1,84,81,1017,1/13/2019
Ha Noi,25,20,12,0.4,83,64,1016,1/14/2019
Ha Noi,21,15,13,2,81,100,1018,1/15/2019
Ha Noi,13,12,12,6.7,77,97,1022,1/16/2019
Ha Noi,19,11,7,0,66,59,1023,1/17/2019
Ha Noi,22,13,7,0,66,69,1021,1/18/2019
Ha Noi,24,17,7,0.2,78,83,1018,1/19/2019
Ha Noi,24,20,9,0.9,83,81,1018,1/20/2019
Ha Noi,16,15,15,4.4,69,100,1023,1/21/2019
Ha Noi,20,15,7,0,51,55,1024,1/22/2019
Ha Noi,23,13,8,0,59,35,1020,1/23/2019
Ha Noi,22,16,10,0,71,82,1018,1/24/2019
Ha Noi,22,19,8,0.5,81,66,1020,1/25/2019
Ha Noi,22,19,6,0.3,78,61,1023,1/26/2019
Ha Noi,24,16,9,0.2,74,34,1021,1/27/2019
Ha Noi,26,17,9,0,73,28,1019,1/28/2019
Ha Noi,25,19,7,0,77,67,1019,1/29/2019
Ha Noi,26,21,16,1.1,75,63,1018,1/30/2019
Ha Noi,28,20,10,1.7,76,75,1019,1/31/2019
Ha Noi,25,21,11,0,73,52,1020,2/1/2019
Ha Noi,25,19,11,0,75,64,1016,2/2/2019
Ha Noi,25,20,9,0.1,82,79,1016,2/3/2019
Ha Noi,26,21,12,0.7,81,60,1017,2/4/2019
Ha Noi,27,21,9,0.3,82,67,1015,2/5/2019
Ha Noi,30,23,16,0.5,73,44,1012,2/6/2019
Ha Noi,36,22,11,0,71,9,1011,2/7/2019
Ha Noi,36,24,14,0.1,65,6,1011,2/8/2019
Ha Noi,31,23,16,0.1,71,27,1013,2/9/2019
Ha Noi,27,23,16,1.3,78,64,1018,2/10/2019
Ha Noi,23,20,14,2.2,80,99,1022,2/11/2019
Ha Noi,25,19,13,0.4,75,91,1022,2/12/2019
Ha Noi,27,22,14,1.1,78,75,1020,2/13/2019
Ha Noi,26,21,14,0.2,76,51,1018,2/14/2019
Ha Noi,26,22,16,1.6,79,74,1017,2/15/2019
Ha Noi,26,22,15,0.8,83,93,1015,2/16/2019
Ha Noi,23,22,19,11.8,89,98,1013,2/17/2019
Ha Noi,30,21,14,10,77,34,1010,2/18/2019
Ha Noi,26,22,12,0.7,85,70,1013,2/19/2019
Ha Noi,30,23,14,6.3,82,65,1015,2/20/2019
Ha Noi,35,24,13,0.5,73,48,1015,2/21/2019
Ha Noi,21,18,12,3.8,77,98,1016,2/22/2019
Ha Noi,19,15,10,0.6,78,98,1015,2/23/2019
Ha Noi,20,15,11,0.1,66,95,1017,2/24/2019
Ha Noi,23,16,11,0,66,83,1017,2/25/2019
Ha Noi,25,18,11,0.3,70,80,1015,2/26/2019
Ha Noi,28,20,13,0.1,75,66,1013,2/27/2019
Ha Noi,27,23,17,0.6,80,67,1013,2/28/2019
Ha Noi,29,22,18,0.5,80,81,1013,3/1/2019
Ha Noi,29,23,17,0.5,79,65,1010,3/2/2019
Ha Noi,28,23,15,0.5,81,70,1010,3/3/2019
Ha Noi,25,21,13,9.7,84,74,1009,3/4/2019
Ha Noi,32,23,14,3.1,81,56,1008,3/5/2019
Ha Noi,24,21,14,1.3,76,91,1011,3/6/2019
Ha Noi,23,19,10,0.1,71,95,1015,3/7/2019
Ha Noi,25,18,10,0.1,71,89,1014,3/8/2019
Ha Noi,26,19,10,0,73,87,1011,3/9/2019
Ha Noi,25,18,11,0,59,65,1014,3/10/2019
Ha Noi,29,20,8,0,59,31,1015,3/11/2019
Ha Noi,28,21,12,0,62,6,1015,3/12/2019
Ha Noi,28,20,13,0.2,74,56,1014,3/13/2019
Ha Noi,31,23,10,1.7,72,59,1017,3/14/2019
Ha Noi,21,19,12,2.5,74,100,1020,3/15/2019
Ha Noi,23,18,7,0.4,74,96,1019,3/16/2019
Ha Noi,25,19,10,0.6,77,94,1017,3/17/2019
Ha Noi,24,19,8,0.8,81,95,1016,3/18/2019
Ha Noi,27,21,14,0.9,84,91,1012,3/19/2019
Ha Noi,32,24,16,0.3,78,58,1010,3/20/2019
Ha Noi,33,25,14,0.2,78,49,1009,3/21/2019
Ha Noi,32,24,13,0.1,79,39,1009,3/22/2019
Ha Noi,25,19,16,8.1,73,98,1015,3/23/2019
Ha Noi,24,18,11,0.1,68,88,1017,3/24/2019
Ha Noi,26,18,10,0.7,67,67,1017,3/25/2019
Ha Noi,28,20,11,0,76,76,1016,3/26/2019
Ha Noi,28,22,12,1.3,83,87,1015,3/27/2019
Ha Noi,30,23,13,1.6,83,85,1011,3/28/2019
Ha Noi,30,24,13,1.1,80,65,1009,3/29/2019
Ha Noi,31,24,12,1.1,79,55,1010,3/30/2019
Ha Noi,32,23,13,0.6,79,57,1012,3/31/2019
Ha Noi,27,23,15,26.3,83,94,1016,4/1/2019
Ha Noi,28,22,11,1.1,81,81,1015,4/2/2019
Ha Noi,31,23,14,2.1,79,65,1014,4/3/2019
Ha Noi,30,24,14,4,80,80,1014,4/4/2019
Ha Noi,27,22,10,2.8,84,91,1015,4/5/2019
Ha Noi,31,23,12,0.6,78,61,1013,4/6/2019
Ha Noi,30,23,12,1.3,85,72,1012,4/7/2019
Ha Noi,33,25,15,0.5,79,50,1009,4/8/2019
Ha Noi,35,25,13,0.1,77,38,1008,4/9/2019
Ha Noi,34,25,13,1.7,82,56,1008,4/10/2019
Ha Noi,33,26,13,6.9,84,64,1007,4/11/2019
Ha Noi,29,25,16,4.3,85,84,1009,4/12/2019
Ha Noi,32,25,17,2.6,84,75,1010,4/13/2019
Ha Noi,32,26,15,11.9,84,73,1011,4/14/2019
Ha Noi,26,24,11,23.3,90,97,1012,4/15/2019
Ha Noi,26,24,9,0.8,87,98,1012,4/16/2019
Ha Noi,30,23,12,0.3,81,87,1010,4/17/2019
Ha Noi,41,26,15,0.7,73,40,1005,4/18/2019
Ha Noi,43,26,8,0,62,6,1002,4/19/2019
Ha Noi,43,28,10,0,56,2,1001,4/20/2019
Ha Noi,36,28,14,2.8,76,19,1004,4/21/2019
Ha Noi,38,27,15,2.6,75,25,1006,4/22/2019
Ha Noi,34,26,14,0.3,81,60,1008,4/23/2019
Ha Noi,38,26,12,0,75,33,1007,4/24/2019
Ha Noi,37,26,12,0.4,77,36,1007,4/25/2019
Ha Noi,32,26,14,3.2,82,81,1008,4/26/2019
Ha Noi,34,26,16,15.3,79,62,1009,4/27/2019
Ha Noi,33,27,17,0.9,80,65,1008,4/28/2019
Ha Noi,37,26,15,0.6,74,44,1007,4/29/2019
Ha Noi,33,25,12,15.8,82,51,1007,4/30/2019
Ha Noi,33,23,11,3.2,62,22,1010,5/1/2019
Ha Noi,30,23,7,1.3,69,56,1011,5/2/2019
Ha Noi,26,24,8,3.1,83,99,1012,5/3/2019
Ha Noi,29,23,11,2.7,86,95,1010,5/4/2019
Ha Noi,33,25,13,6.3,85,71,1006,5/5/2019
Ha Noi,32,26,11,16.1,85,81,1005,5/6/2019
Ha Noi,30,25,10,15.8,88,91,1006,5/7/2019
Ha Noi,28,23,11,9.9,88,100,1006,5/8/2019
Ha Noi,27,22,8,0.2,80,99,1008,5/9/2019
Ha Noi,29,22,9,0.4,72,83,1010,5/10/2019
Ha Noi,31,24,9,0.2,78,86,1010,5/11/2019
Ha Noi,33,25,13,0.7,80,55,1009,5/12/2019
Ha Noi,33,26,13,1.1,82,55,1008,5/13/2019
Ha Noi,33,26,14,3.1,79,47,1006,5/14/2019
Ha Noi,37,27,9,0.1,70,31,1005,5/15/2019
Ha Noi,40,28,8,0,63,14,1004,5/16/2019
Ha Noi,41,29,9,0,54,16,1002,5/17/2019
Ha Noi,41,30,12,0,50,12,1000,5/18/2019
Ha Noi,43,30,11,0,47,9,1002,5/19/2019
Ha Noi,38,26,14,16.1,67,24,1006,5/20/2019
Ha Noi,29,24,8,28,84,93,1009,5/21/2019
Ha Noi,32,25,6,1.1,70,73,1010,5/22/2019
Ha Noi,33,26,9,0.2,71,63,1009,5/23/2019
Ha Noi,34,26,11,5.6,76,52,1006,5/24/2019
Ha Noi,37,26,11,8.4,72,25,1003,5/25/2019
Ha Noi,39,28,10,1,66,20,1002,5/26/2019
Ha Noi,36,28,8,7.1,73,23,1004,5/27/2019
Ha Noi,34,27,9,10.2,77,45,1006,5/28/2019
Ha Noi,32,26,9,16.4,80,74,1007,5/29/2019
Ha Noi,32,25,10,0.9,81,92,1007,5/30/2019
Ha Noi,29,25,9,37.6,89,87,1007,5/31/2019
Ha Noi,24,23,6,30.7,93,94,1007,6/1/2019
Ha Noi,34,23,8,1.2,74,34,1007,6/2/2019
Ha Noi,36,26,7,3.3,74,33,1006,6/3/2019
Ha Noi,36,27,9,3.6,70,32,1005,6/4/2019
Ha Noi,38,27,14,1.7,67,27,1005,6/5/2019
Ha Noi,37,28,16,8.4,71,39,1006,6/6/2019
Ha Noi,35,28,15,11.1,75,33,1007,6/7/2019
Ha Noi,37,28,13,1,70,33,1005,6/8/2019
Ha Noi,40,28,12,0,61,16,1002,6/9/2019
Ha Noi,39,30,8,0,61,11,1000,6/10/2019
Ha Noi,38,30,6,0,64,20,1001,6/11/2019
Ha Noi,40,30,8,0.4,58,21,1002,6/12/2019
Ha Noi,38,30,7,0.5,63,25,1002,6/13/2019
Ha Noi,29,28,6,4.1,82,62,1002,6/14/2019
Ha Noi,39,27,8,2.2,69,42,1001,6/15/2019
Ha Noi,38,29,10,0.6,64,29,1000,6/16/2019
Ha Noi,34,29,10,8.6,75,29,1002,6/17/2019
Ha Noi,35,27,11,6.3,75,40,1004,6/18/2019
Ha Noi,36,28,12,4.4,72,28,1004,6/19/2019
Ha Noi,38,28,10,1.1,68,19,1003,6/20/2019
Ha Noi,40,29,13,0.2,65,13,1002,6/21/2019
Ha Noi,41,30,14,0,64,13,1001,6/22/2019
Ha Noi,40,30,10,14,71,31,1001,6/23/2019
Ha Noi,33,27,7,12.5,80,36,1004,6/24/2019
Ha Noi,37,27,7,7.1,76,47,1004,6/25/2019
Ha Noi,38,29,9,3.7,69,23,1001,6/26/2019
Ha Noi,40,29,8,0.2,59,25,997,6/27/2019
Ha Noi,41,30,9,0.4,56,19,997,6/28/2019
Ha Noi,39,29,8,4.8,60,23,998,6/29/2019
Ha Noi,35,28,9,8.6,72,29,1001,6/30/2019
Ha Noi,37,28,11,2.5,63,35,1002,7/1/2019
Ha Noi,35,27,10,9,69,53,1001,7/2/2019
Ha Noi,35,28,14,11.3,72,51,998,7/3/2019
Ha Noi,30,27,17,39.9,85,83,999,7/4/2019
Ha Noi,36,26,8,3.2,74,38,1001,7/5/2019
Ha Noi,38,28,9,0.1,68,21,1000,7/6/2019
Ha Noi,35,29,8,0.1,66,18,1000,7/7/2019
Ha Noi,39,29,9,0,64,19,1001,7/8/2019
Ha Noi,35,26,11,5.7,66,25,1001,7/9/2019
Ha Noi,31,26,9,14.7,86,80,1003,7/10/2019
Ha Noi,34,26,5,1.3,81,50,1005,7/11/2019
Ha Noi,36,28,6,0.3,73,33,1004,7/12/2019
Ha Noi,38,28,6,0.8,67,21,1002,7/13/2019
Ha Noi,32,29,8,0.8,76,37,1002,7/14/2019
Ha Noi,33,26,6,6.7,80,36,1002,7/15/2019
Ha Noi,35,27,8,3.5,75,20,1003,7/16/2019
Ha Noi,36,28,10,3.3,73,27,1002,7/17/2019
Ha Noi,38,28,8,0.2,72,20,1000,7/18/2019
Ha Noi,39,29,9,1.1,69,19,1000,7/19/2019
Ha Noi,37,29,7,2.1,74,26,1002,7/20/2019
Ha Noi,38,28,10,3.6,71,25,1003,7/21/2019
Ha Noi,37,29,10,1,69,31,1002,7/22/2019
Ha Noi,35,28,7,1.8,69,54,1001,7/23/2019
Ha Noi,34,27,8,20.2,73,58,1003,7/24/2019
Ha Noi,33,27,7,25.2,77,43,1005,7/25/2019
Ha Noi,35,27,9,13.5,76,35,1004,7/26/2019
Ha Noi,36,27,9,0.7,73,27,1004,7/27/2019
Ha Noi,36,27,9,2.8,74,30,1004,7/28/2019
Ha Noi,35,27,11,4.1,75,31,1004,7/29/2019
Ha Noi,34,27,8,10,76,37,1003,7/30/2019
Ha Noi,35,26,7,14.5,74,41,1003,7/31/2019
Ha Noi,28,26,11,8.5,83,52,1001,8/1/2019
Ha Noi,30,25,5,13.1,84,63,998,8/2/2019
Ha Noi,25,25,18,104.3,95,94,996,8/3/2019
Ha Noi,29,25,6,34.9,92,79,1000,8/4/2019
Ha Noi,31,25,8,26.5,83,52,1003,8/5/2019
Ha Noi,34,26,6,0.8,77,30,1003,8/6/2019
Ha Noi,37,27,5,6.2,72,14,1001,8/7/2019
Ha Noi,36,28,5,6.8,75,22,999,8/8/2019
Ha Noi,36,27,8,7.3,72,28,1000,8/9/2019
Ha Noi,36,28,7,7.4,72,25,1000,8/10/2019
Ha Noi,37,28,7,2.6,74,12,1001,8/11/2019
Ha Noi,37,28,7,0.6,70,14,1001,8/12/2019
Ha Noi,35,28,7,0.4,72,30,1001,8/13/2019
Ha Noi,38,29,5,2.1,69,10,1002,8/14/2019
Ha Noi,38,29,7,4.2,72,18,1002,8/15/2019
Ha Noi,32,27,11,17.2,84,39,1002,8/16/2019
Ha Noi,33,25,7,1.6,81,40,1003,8/17/2019
Ha Noi,35,26,7,5.7,74,26,1003,8/18/2019
Ha Noi,36,27,6,4,74,23,1002,8/19/2019
